1054273.708395,0,0,0,1,1054273.721233,1
1054273.712271,1,1,0,1,1054273.723905,1
1054273.716099,2,2,0,1,1054273.727712,1
1054273.719888,3,0,0,1,1054273.733798,1
1054273.723770,4,1,0,1,1054273.736488,1
1054273.727605,5,2,0,1,1054273.740286,1
1054273.731435,6,0,0,1,1054273.746469,1
1054273.735229,7,1,0,1,1054273.749047,1
1054273.739025,8,2,0,1,1054273.752288,1
1054273.742875,9,0,0,1,1054273.758252,1
1054273.746782,10,1,0,1,1054273.761619,1
1054273.750582,11,2,0,1,1054273.764842,1
1054273.754366,12,0,0,1,1054273.769211,1
1054273.758150,13,1,0,1,1054273.774167,1
1054273.761537,14,2,0,1,1054273.777398,1
1054273.765327,15,0,0,1,1054273.781731,1
1054273.769127,16,1,0,1,1054273.786674,1
1054273.772921,17,2,0,1,1054273.789912,1
1054273.776710,18,0,0,1,1054273.794297,1
1054273.780522,19,1,0,1,1054273.799214,1
1054273.783695,20,2,0,1,1054273.802480,1
1054273.787505,21,0,0,1,1054273.805076,1
1054273.791302,22,1,0,1,1054273.811780,1
1054273.795085,23,2,0,1,1054273.815055,1
1054273.798889,24,0,0,1,1054273.817611,1
1054273.802427,25,1,0,1,1054273.822911,1
1054273.805941,26,2,0,1,1054273.827656,1
1054273.809734,27,0,0,1,1054273.830203,1
1054273.813544,28,1,0,1,1054273.835468,1
1054273.817356,29,2,0,1,1054273.840202,1
1054273.821206,30,0,0,1,1054273.842769,1
1054273.824989,31,1,0,1,1054273.847805,1
1054273.828770,32,2,0,1,1054273.852710,1
1054273.832552,33,0,0,1,1054273.855318,1
1054273.836341,34,1,0,1,1054273.860320,1
1054273.840126,35,2,0,1,1054273.863079,1
1054273.843915,36,0,0,1,1054273.867857,1
1054273.847710,37,1,0,1,1054273.872893,1
1054273.851527,38,2,0,1,1054273.875670,1
1054273.855371,39,0,0,1,1054273.879770,1
1054273.859161,40,1,0,1,1054273.885200,1
1054273.863008,41,2,0,1,1054273.888238,1
1054273.866079,42,0,0,1,1054273.890612,1
1054273.869899,43,1,0,1,1054273.897752,1
1054273.873697,44,2,0,1,1054273.900784,1
1054273.877499,45,0,0,1,1054273.900797,1
1054273.881299,46,1,0,1,1054273.910319,1
1054273.885105,47,2,0,1,1054273.913347,1
1054273.888941,48,0,0,1,1054273.911779,1
1054273.892742,49,1,0,1,1054273.922963,1
1054273.896606,50,2,0,1,1054273.924570,1
1054273.900412,51,0,0,1,1054273.924539,1
1054273.904216,52,1,0,1,1054273.934478,1
1054273.908035,53,2,0,1,1054273.937134,1
1054273.911871,54,0,0,1,1054273.937094,1
1054273.915666,55,1,0,1,1054273.945903,1
1054273.919471,56,2,0,1,1054273.949700,1
1054273.922892,57,0,0,1,1054273.949662,1
1054273.926713,58,1,0,1,1054273.957003,1
1054273.930546,59,2,0,1,1054273.962227,1
1054273.934349,60,0,0,1,1054273.962216,1
1054273.938154,61,1,0,1,1054273.969549,1
1054273.941962,62,2,0,1,1054273.974817,1
1054273.945815,63,0,0,1,1054273.974778,1
1054273.949614,64,1,0,1,1054273.982088,1
1054273.953055,65,2,0,1,1054273.985691,1
1054273.956870,66,0,0,1,1054273.987027,1
1054273.960767,67,1,0,1,1054273.994655,1
1054273.964597,68,2,0,1,1054273.997091,1
1054273.968398,69,0,0,1,1054273.999592,1
1054273.972203,70,1,0,1,1054274.007213,1
1054273.976012,71,2,0,1,1054274.009676,1
1054273.979820,72,0,0,1,1054274.012137,1
1054273.983620,73,1,0,1,1054274.018428,1
1054273.987431,74,2,0,1,1054274.021750,1
1054273.991229,75,0,0,1,1054274.024702,1
1054273.995034,76,1,0,1,1054274.029101,1
1054273.998829,77,2,0,1,1054274.032931,1
1054274.002681,78,0,0,1,1054274.036733,1
1054274.006478,79,1,0,1,1054274.041791,1
1054274.010276,80,2,0,1,1054274.045468,1
1054274.014072,81,0,0,1,1054274.049322,1
1054274.017872,82,1,0,1,1054274.051999,1
1054274.021673,83,2,0,1,1054274.058102,1
1054274.025472,84,0,0,1,1054274.061126,1
1054274.029022,85,1,0,1,1054274.062459,1
1054274.032853,86,2,0,1,1054274.070679,1
1054274.036663,87,0,0,1,1054274.073803,1
1054274.040468,88,1,0,1,1054274.073792,1
1054274.044302,89,2,0,1,1054274.083259,1
1054274.048115,90,0,0,1,1054274.086337,1
1054274.051911,91,1,0,1,1054274.085931,1
1054274.055718,92,2,0,1,1054274.095807,1
1054274.059544,93,0,0,1,1054274.096939,1
1054274.063376,94,1,0,1,1054274.098484,1
1054274.067202,95,2,0,1,1054274.108526,1
1054274.070594,96,0,0,1,1054274.109561,1
1054274.074412,97,1,0,1,1054274.109547,1
1054274.078221,98,2,0,1,1054274.120625,1
1054274.082043,99,0,0,1,1054274.120772,1
1054274.085856,100,1,0,1,1054274.120616,1
1054274.089663,101,2,0,1,1054274.131412,1
1054274.093035,102,0,0,1,1054274.133384,1
1054274.096854,103,1,0,1,1054274.133184,1
1054274.100658,104,2,0,1,1054274.143983,1
1054274.104461,105,0,0,1,1054274.145777,1
1054274.108295,106,1,0,1,1054274.145763,1
1054274.112263,107,2,0,1,1054274.156562,1
1054274.116165,108,0,0,1,1054274.158339,1
1054274.119744,109,1,0,1,1054274.158327,1
1054274.123580,110,2,0,1,1054274.166687,1
1054274.127393,111,0,0,1,1054274.170875,1
1054274.131259,112,1,0,1,1054274.170794,1
1054274.135093,113,2,0,1,1054274.179158,1
1054274.138901,114,0,0,1,1054274.181757,1
1054274.142744,115,1,0,1,1054274.181744,1
1054274.146572,116,2,0,1,1054274.190446,1
1054274.150380,117,0,0,1,1054274.194289,1
1054274.154185,118,1,0,1,1054274.192995,1
1054274.157988,119,2,0,1,1054274.203012,1
1054274.161804,120,0,0,1,1054274.206873,1
1054274.165607,121,1,0,1,1054274.203288,1
1054274.169427,122,2,0,1,1054274.215586,1
1054274.173249,123,0,0,1,1054274.217527,1
1054274.176414,124,1,0,1,1054274.215605,1
1054274.180241,125,2,0,1,1054274.228156,1
1054274.184058,126,0,0,1,1054274.228171,1
1054274.187921,127,1,0,1,1054274.228182,1
1054274.191768,128,2,0,1,1054274.240794,1
1054274.195579,129,0,0,1,1054274.240776,1
1054274.199399,130,1,0,1,1054274.240786,1
1054274.203206,131,2,0,1,1054274.253348,1
1054274.207004,132,0,0,1,1054274.253119,1
1054274.210814,133,1,0,1,1054274.253338,1
1054274.214695,134,2,0,1,1054274.265878,1
1054274.218497,135,0,0,1,1054274.265703,1
1054274.222296,136,1,0,1,1054274.265714,1
1054274.226117,137,2,0,1,1054274.278441,1
1054274.229931,138,0,0,1,1054274.278333,1
1054274.233725,139,1,0,1,1054274.278319,1
1054274.237526,140,2,0,1,1054274.290994,1
1054274.240666,141,0,0,1,1054274.289757,1
1054274.244522,142,1,0,1,1054274.290856,1
1054274.248366,143,2,0,1,1054274.303561,1
1054274.252165,144,0,0,1,1054274.302311,1
1054274.255971,145,1,0,1,1054274.301214,1
1054274.259789,146,2,0,1,1054274.316156,1
1054274.263594,147,0,0,1,1054274.312497,1
1054274.267403,148,1,0,1,1054274.312485,1
1054274.270718,149,2,0,1,1054274.328710,1
1054274.274373,150,0,0,1,1054274.325042,1
1054274.278234,151,1,0,1,1054274.325032,1
1054274.282052,152,2,0,1,1054274.341304,1
1054274.285855,153,0,0,1,1054274.337463,1
1054274.289662,154,1,0,1,1054274.337590,1
1054274.293498,155,2,0,1,1054274.353881,1
1054274.297297,156,0,0,1,1054274.349101,1
1054274.301137,157,1,0,1,1054274.350147,1
1054274.304949,158,2,0,1,1054274.366447,1
1054274.308764,159,0,0,1,1054274.361693,1
1054274.312390,160,1,0,1,1054274.362707,1
1054274.316236,161,2,0,1,1054274.379006,1
1054274.320043,162,0,0,1,1054274.373582,1
1054274.323849,163,1,0,1,1054274.375270,1
1054274.327657,164,2,0,1,1054274.391622,1
1054274.331501,165,0,0,1,1054274.386114,1
1054274.335308,166,1,0,1,1054274.387846,1
1054274.339119,167,2,0,1,1054274.403474,1
1054274.342951,168,0,0,1,1054274.398749,1
1054274.346749,169,1,0,1,1054274.400396,1
1054274.350549,170,2,0,1,1054274.416044,1
1054274.354350,171,0,0,1,1054274.411212,1
1054274.358180,172,1,0,1,1054274.411206,1
1054274.362006,173,2,0,1,1054274.428574,1
1054274.365808,174,0,0,1,1054274.423552,1
1054274.369605,175,1,0,1,1054274.423744,1
1054274.373424,176,2,0,1,1054274.440455,1
1054274.377217,177,0,0,1,1054274.436102,1
1054274.381054,178,1,0,1,1054274.436266,1
1054274.384852,179,2,0,1,1054274.453028,1
1054274.388662,180,0,0,1,1054274.448649,1
1054274.392799,181,1,0,1,1054274.448544,1
1054274.397461,182,2,0,1,1054274.465559,1
1054274.401313,183,0,0,1,1054274.461067,1
1054274.405109,184,1,0,1,1054274.458746,1
1054274.408220,185,2,0,1,1054274.477093,1
1054274.412065,186,0,0,1,1054274.472535,1
1054274.415860,187,1,0,1,1054274.471276,1
1054274.419647,188,2,0,1,1054274.488409,1
1054274.423452,189,0,0,1,1054274.483825,1
1054274.427083,190,1,0,1,1054274.483819,1
1054274.430874,191,2,0,1,1054274.500190,1
1054274.434357,192,0,0,1,1054274.495810,1
1054274.438163,193,1,0,1,1054274.496376,1
1054274.441969,194,2,0,1,1054274.512739,1
1054274.445793,195,0,0,1,1054274.508409,1
1054274.449590,196,1,0,1,1054274.508922,1
1054274.453380,197,2,0,1,1054274.523847,1
1054274.457178,198,0,0,1,1054274.520951,1
1054274.460981,199,1,0,1,1054274.520959,1
1054274.464782,200,2,0,1,1054274.536405,1
1054274.467944,201,0,0,1,1054274.532404,1
1054274.471722,202,1,0,1,1054274.533523,1
1054274.475501,203,2,0,1,1054274.546803,1
1054274.479304,204,0,0,1,1054274.543011,1
1054274.482779,205,1,0,1,1054274.545798,1
1054274.486563,206,2,0,1,1054274.559377,1
1054274.490355,207,0,0,1,1054274.554460,1
1054274.494186,208,1,0,1,1054274.558355,1
1054274.497587,209,2,0,1,1054274.571948,1
1054274.501379,210,0,0,1,1054274.566049,1
1054274.505158,211,1,0,1,1054274.570914,1
1054274.508883,212,2,0,1,1054274.583791,1
1054274.512379,213,0,0,1,1054274.578638,1
1054274.516167,214,1,0,1,1054274.583517,1
1054274.519959,215,2,0,1,1054274.596211,1
1054274.523755,216,0,0,1,1054274.591249,1
1054274.527574,217,1,0,1,1054274.596086,1
1054274.531372,218,2,0,1,1054274.608803,1
